3552723366.857	-0.002	0.008	15.882	1.584	25.156
3552723367.856	-0.002	0.009	15.883	1.584	25.165
3552723368.857	-0.002	0.008	15.883	1.582	25.132
3552723369.857	-0.002	0.008	15.883	1.582	25.130
3552723370.857	-0.002	0.009	15.883	1.582	25.119
3552723371.857	-0.002	0.008	15.883	1.583	25.150
3552723372.859	-0.002	0.008	15.883	1.585	25.179
3552723373.859	-0.002	0.008	15.883	1.586	25.186
3552723374.858	-0.002	0.008	15.883	1.583	25.145
3552723375.858	-0.002	0.009	15.883	1.584	25.152
3552723656.869	-0.002	0.009	15.883	1.585	25.166
3552723658.022	-0.002	0.009	15.883	1.584	25.163
3552723659.019	-0.002	0.009	15.883	1.583	25.141
3552723660.019	-0.002	0.009	15.883	1.583	25.142
3552723661.020	-0.002	0.009	15.883	1.584	25.151
3552723662.019	-0.002	0.009	15.883	1.584	25.166
3552723663.020	-0.002	0.009	15.883	1.586	25.184
3552723664.020	-0.002	0.009	15.883	1.585	25.168
3552723665.019	-0.002	0.009	15.883	1.584	25.152
3552723666.019	-0.003	0.010	15.883	1.584	25.163
3552723667.020	-0.002	0.009	15.883	1.586	25.196
3552723668.021	-0.003	0.010	15.883	1.587	25.206
3552723669.020	-0.002	0.009	15.884	1.586	25.184
3552723670.020	-0.002	0.009	15.884	1.583	25.144
3552723671.020	-0.003	0.009	15.883	1.583	25.146
3552723672.019	-0.002	0.009	15.883	1.584	25.163
3552723673.019	-0.002	0.009	15.883	1.585	25.170
3552723674.020	-0.003	0.009	15.884	1.583	25.139
3552723675.019	-0.002	0.009	15.884	1.582	25.129
3552723676.019	-0.002	0.009	15.883	1.583	25.138
3552723677.019	-0.002	0.009	15.883	1.584	25.154
3552723678.019	-0.003	0.009	15.883	1.584	25.158
3552723679.020	-0.002	0.009	15.883	1.582	25.134
3552723680.019	-0.002	0.010	15.884	1.580	25.097
3552723681.019	-0.002	0.009	15.883	1.582	25.120
3552723682.020	-0.003	0.010	15.883	1.583	25.146
